Age,GPA,Attendance_Rate,Study_Hours_Per_Week,Homework_Submission_Rate,Distance_From_School,Family_Size,Disciplinary_Actions,Teacher_Evaluation_Score,Parent_Teacher_Meetings_Attended,Extracurricular_Participation,,Gender,Health_Status,School_Transportation,Part_Time_Job,Special_Education_Support,Online_Learning_Participation,School_Facilities_Access,Parent_Education,Family_Income,Parent_Occupation,Student_ID,Dropout_Risk
17,2.071942948,30,0.55119393,25.34461922,2,6,2,3.999485984,2,1,,F,Good,No,No,Yes,Low,Limited,Primary,High,Private,18,1
16,3.516921998,80,14.61657952,94.85897358,2.644025473,4,0,7.285820503,1,0,,F,Good,Yes,No,No,Medium,Full,Master,Middle,Self-employed,3752,0
17,3.30862324,80,18.36453423,75,2.120656734,2,1,9.648100958,5,2,,M,Fair,No,No,No,High,Full,Bachelor,Low,Private,3680,0
16,2.71470453,76.44894476,7.49507,85.57204681,1.87735402,2,0,8.366825107,0,2,,M,Good,Yes,No,No,Medium,Full,Bachelor,Low,Private,2410,0
16,3.003184047,76.71020523,14.58157332,50,1,2,2,6.33489574,1,2,,F,Good,No,Yes,No,Medium,Limited,Secondary,High,Self-employed,1393,0
15,3.317911231,80,10.66593044,89.61636544,1.159084423,5,0,9.422933769,2,5,,F,Fair,Yes,No,No,High,Full,Primary,Middle,Government,4494,0
19,1.838108612,35.91727263,2.613552253,20,12.77472041,7,7,7.99843657,0,0,,F,Poor,Yes,No,Yes,High,Limited,Primary,Low,Private,678,1
16,2.006308721,30,1.233485191,41.28986093,5.162231815,4,3,5.390709447,0,0,,M,Good,Yes,No,No,Low,Full,Secondary,High,Private,995,1
17,3.54797842,80,17.13573048,94.4221536,3.245581969,1,0,8.831392594,4,2,,M,Good,Yes,No,No,High,Full,Master,Low,Government,4134,0
17,1.361099669,60.40416415,1.711640177,20,8.995440027,3,4,6.187357329,0,0,,M,Fair,No,No,No,Low,Limited,Bachelor,Low,Private,1104,1
16,2.56929084,63.96850462,5.198596355,71.65772285,6.084205124,6,2,6.226837339,2,1,,F,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Private,1159,0
16,3.020493561,80,14.22244341,83.32459624,1.243964809,2,1,8.183372259,3,1,,F,Good,Yes,No,No,High,Full,Bachelor,Middle,Private,4176,0
16,3.05031452,80,13.96292376,75,8.360924783,4,1,8.389472395,4,1,,M,Poor,Yes,No,No,High,Full,Master,High,Self-employed,3543,0
16,3.08049472,98.3485254,13.42664019,75,1.39116786,3,0,9.003662089,4,2,,M,Fair,Yes,No,No,High,Full,Secondary,High,Government,3654,0
16,2.959815293,96.09538758,19.11398393,75,1.413182346,3,0,8.315957925,5,2,,F,Good,Yes,No,Yes,High,Full,Master,Middle,Government,4109,0
16,2.635003365,64.10461868,2.715623855,50,5.819258561,5,0,7.004562034,2,1,,M,Good,Yes,No,No,Low,Full,Secondary,Middle,Private,1367,0
17,3.447741844,80,21.2793569,75,2.466639535,6,0,8.839786782,5,0,,F,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Private,2856,0
17,2.480479342,74.81804722,9.0615482,88.62393783,1,3,0,5.475554873,2,0,,M,Good,Yes,No,No,Low,Full,Bachelor,Middle,Government,2433,0
18,3.437673014,66.43282556,9.056549037,67.50447707,13.89826157,8,0,6.858874791,4,0,,F,Good,Yes,No,Yes,High,Full,Secondary,Middle,Self-employed,1492,0
16,1.41883858,35.41126539,8.134328957,40.66866113,13.6866744,8,1,5.820614248,1,0,,M,Good,No,No,Yes,Low,Full,Primary,Low,Self-employed,857,1
16,2.168209824,40.86850376,1.892393353,20,2.563930099,6,4,5.303005505,1,0,,M,Fair,Yes,Yes,No,Medium,Limited,Secondary,Low,Unemployed,812,1
17,3.154198078,92.39704438,5.980799705,50,1,2,1,8.381607281,2,1,,F,Poor,Yes,Yes,No,High,Limited,Bachelor,Middle,Self-employed,1581,0
16,1.713311266,30,0.896537859,24.54110843,2.572571115,8,2,2.526820524,1,0,,M,Poor,Yes,Yes,No,High,Limited,Primary,Middle,Private,239,1
19,1.850597297,30,0.006159586,25.72792406,2,6,3,7.557400937,1,0,,F,Fair,No,No,No,Low,Minimal,Secondary,Low,Self-employed,562,1
15,3.239204407,81.12919895,9.095070665,75,1.633639181,4,0,7.923502477,2,2,,F,Good,Yes,Yes,No,Medium,Full,Bachelor,Middle,Self-employed,3670,0
17,2.643706852,76.47535941,9.712325524,54.42560091,1,5,1,6.484110096,1,1,,M,Good,Yes,No,No,Medium,Full,Bachelor,Low,Private,1243,0
17,3.682569644,88.08383553,11.54736155,75,2.006478855,4,0,9.106223337,2,5,,F,Good,Yes,Yes,No,High,Full,Bachelor,Middle,Self-employed,4043,0
16,3.169591979,81.25037426,15.01592379,86.00574406,2.292362058,3,0,7.107346668,1,3,,F,Good,Yes,Yes,No,High,Full,Bachelor,Low,Private,3476,0
16,3.150040612,80,15.8073442,85.95468521,3.439362275,2,0,9.494983715,2,2,,F,Good,No,No,No,High,Full,Secondary,High,Government,4191,0
17,3.411512452,78.86007358,5.007636696,51.53491299,6.880401276,8,2,7.179614799,5,1,,F,Poor,Yes,No,No,High,Full,Master,High,Private,2302,0
15,3.768099418,82.11386683,14.16428826,86.06182048,0.5,4,1,9.097296446,7,3,,F,Poor,Yes,No,No,Low,Full,Primary,Low,Private,4188,0
16,2.59828999,71.65129294,6.116080124,64.08105789,1.684161741,4,1,7.615600544,0,0,,F,Good,Yes,No,No,Low,Full,Secondary,Middle,Private,1403,0
17,2.799209525,72.70528839,7.440116057,50,19.78406956,4,1,7.086983649,3,0,,F,Good,Yes,No,No,Low,Full,Bachelor,High,Government,2488,0
17,3.072232322,95,4.811829508,67.47338461,2.492221536,4,3,5.065646809,2,2,,F,Good,No,No,No,High,Full,Bachelor,High,Government,1533,0
17,2.81441438,75.09225142,3.942601564,86.15880074,4.325906911,4,3,6.193991182,2,0,,M,Good,Yes,No,No,High,Full,Secondary,Middle,Government,1445,0
17,3.715682711,91.39064554,22.81603587,75,10.30722492,4,0,8.36411354,4,2,,F,Poor,No,No,No,High,Full,Secondary,Middle,Unemployed,3916,0
16,2.558707165,84.98117169,7.715585068,50,10.34526685,6,0,7.732210996,2,1,,M,Good,No,No,No,Medium,Full,Master,Middle,Private,2379,0
18,2.979646343,60,7.680906998,73.78898692,12.82592612,2,1,6.552966435,1,0,,M,Good,Yes,No,No,Low,Limited,Master,High,Unemployed,1748,0
17,3.433271615,96.27283523,11.23665208,76.82690286,3.075528232,3,1,7.732021904,0,1,,M,Good,Yes,No,No,High,Minimal,Bachelor,Middle,Private,3829,0
15,3.376168915,83.00775339,18.19848873,75,5.664608933,5,0,10.01585367,2,1,,M,Good,No,Yes,No,High,Limited,Primary,Middle,Private,3633,0
15,3.339589324,93.81740443,14.52595281,92.223694,6.44158657,2,2,8.066518792,2,0,,M,Good,Yes,Yes,No,High,Full,Secondary,High,Government,4113,0
16,2.857510914,85.6770712,6.120875458,90,7.170328423,3,2,6.540327454,2,0,,F,Good,Yes,No,No,High,Minimal,Bachelor,High,Unemployed,2526,0
15,2.528505533,76.5002428,6.889258228,64.86911154,2.93000709,3,1,8.454942171,4,2,,M,Good,No,No,No,Low,Full,Master,Low,Government,1150,0
17,2.165841185,31.90893309,3.558709611,45.62736708,8.863197088,3,4,2.932389593,0,1,,F,Good,Yes,Yes,No,Low,Full,Bachelor,Middle,Self-employed,1045,1
16,3.347474504,93.52248958,21.40679221,76.98370096,2.185312176,2,0,9.98926616,3,1,,F,Good,Yes,No,No,Medium,Full,Secondary,Middle,Government,4205,0
17,1.713257694,30,3.549120022,32.44061451,11.07422733,6,3,5.050118219,1,1,,M,Poor,Yes,No,Yes,Low,Limited,Primary,High,Government,94,1
16,2.871993539,76.38335411,7.177255869,68.77169115,9.840399065,3,1,6.34651776,3,0,,F,Good,Yes,No,No,Medium,Full,Secondary,Middle,Private,2277,0
16,2.248727179,30,6.228633005,20.20234749,25,4,3,5.823674047,1,1,,F,Fair,Yes,No,No,Medium,Limited,Primary,Middle,Self-employed,506,1
18,3.587580468,86.35988541,9.20046956,90,7.525335123,4,2,6.058510215,3,1,,F,Good,No,Yes,No,Medium,Full,Bachelor,Middle,Government,1787,0
18,1.727329029,40.54191892,2.023116527,29.33742934,4.398009672,8,5,3.866274547,1,0,,M,Good,Yes,Yes,No,Low,Full,Primary,Low,Self-employed,671,1
19,2.650082586,66.40722311,7.983544428,60.40680444,19.13025509,2,0,7.938931713,2,2,,M,Good,Yes,No,No,Low,Full,Bachelor,Middle,Private,2570,0
18,2.077646093,77.41032603,10.40636463,76.27646963,3.0956468,3,1,7.352857783,4,0,,M,Good,No,No,Yes,High,Full,Primary,Middle,Government,1551,0
16,3.483984441,88.95318727,13.83629077,82.78236184,0.63321081,3,0,9.108782399,2,2,,F,Good,Yes,No,Yes,High,Full,Secondary,Middle,Private,4478,0
16,3.304915515,80,15.80777835,86.57065977,1.542344879,3,0,8.434405272,8,4,,F,Good,No,No,Yes,Medium,Full,Secondary,Middle,Private,4066,0
17,3.067768146,80,14.84316645,79.49820479,1.439353904,3,0,7.196316909,4,2,,M,Good,No,No,No,High,Limited,Secondary,Middle,Government,3059,0
16,3.458898011,80,11.5781473,75,6.612484833,3,0,7.599400065,6,2,,F,Poor,No,Yes,No,Medium,Full,Bachelor,Middle,Private,4458,0
15,2.670784166,60,5.103369537,88.00931464,7.845268278,3,2,6.57224589,4,1,,F,Fair,No,Yes,No,High,Full,Bachelor,Middle,Private,1613,0
16,2.394589642,53.16939831,3.27763046,37.38696619,3.371461431,2,4,4.423186505,0,2,,M,Fair,No,No,No,High,Limited,Primary,Low,Private,34,1
17,3.369470801,80,10.90250918,84.12575351,1.183933955,2,1,8.887979028,1,1,,M,Good,Yes,No,No,High,Full,Bachelor,High,Private,3560,0
16,3.556091335,94.01411025,19.81552407,96.11380615,4.146508877,2,0,8.321782999,0,0,,M,Good,Yes,No,No,Medium,Full,Bachelor,High,Unemployed,3183,0
18,1.947483008,30,0.285618021,24.53771459,9.819792599,4,5,6.737484519,2,1,,F,Good,Yes,Yes,No,Low,Full,Master,Low,Self-employed,595,1
17,1.819395454,43.99389844,4.532813648,20,11.85562235,8,1,5.445469065,1,0,,F,Poor,Yes,No,No,Low,Full,Primary,Middle,Unemployed,110,1
17,3.108252714,80,15.21714363,89.75417891,0.953562664,2,0,7.356332129,3,2,,F,Good,Yes,No,No,High,Full,Bachelor,Low,Unemployed,3248,0
16,3.717116515,89.19877383,17.30073083,83.61992393,3.028485991,2,0,8.82506653,2,0,,F,Poor,Yes,No,No,High,Full,Master,High,Unemployed,4279,0
16,3.848688819,95,6.410100167,81.37213023,1,4,1,7.590955628,1,0,,F,Good,Yes,Yes,No,High,Full,Bachelor,Low,Government,2348,0
20,2.281196214,30,2.804041445,35.52223801,2,4,5,7.472979237,0,0,,M,Poor,No,Yes,No,Medium,Minimal,Secondary,Middle,Private,180,1
15,3.857854402,80,16.33629374,96.82247507,3.956137358,2,0,7.938707293,6,1,,M,Good,No,No,No,High,Full,Secondary,Low,Private,3845,0
17,3.254916212,96.35098764,16.46387995,89.83777973,2.382719776,1,0,8.403298379,5,3,,M,Good,No,No,No,High,Full,Primary,Middle,Government,3212,0
15,2.919854587,84.92087529,10.58544372,81.08148867,3.398454979,6,0,10.01376095,0,1,,F,Good,No,Yes,No,High,Limited,Bachelor,Low,Private,3945,0
16,3.714366834,85.1105726,10.19227133,75,4.310784998,1,0,6.913030009,2,2,,F,Good,Yes,No,No,High,Full,Master,Middle,Private,3461,0
16,2.789829779,70.92413775,7.280639253,79.35815027,1,6,0,6.257317413,3,1,,F,Good,No,No,No,High,Full,Bachelor,Middle,Government,2393,0
17,1.68584988,30,6.094447952,28.30957092,2.957234069,2,2,4.625285508,1,1,,M,Good,Yes,Yes,No,Medium,Limited,Bachelor,Low,Unemployed,585,1
16,4.176086693,80,14.37779225,83.02620935,1.329486873,1,0,9.40816909,1,2,,F,Fair,No,No,No,Medium,Full,Secondary,Middle,Private,2895,0
15,2.738902243,60,8.498422266,75.57594657,3.578664402,2,0,5.900211505,2,0,,F,Good,Yes,No,No,Low,Full,Bachelor,Middle,Government,2573,0
15,3.682993776,83.07672715,14.77692278,85.39798801,1.709290403,3,0,7.98478201,1,3,,M,Good,Yes,No,No,High,Full,Primary,High,Private,3338,0
15,2.980111452,86.62581254,11.1159708,80.00896234,5.84231853,4,1,8.738477374,3,7,,F,Good,Yes,Yes,No,High,Full,Bachelor,Low,Self-employed,3156,0
16,4.000370525,88.89085266,10.74581132,75,1.133336038,4,0,9.128170221,5,1,,F,Good,Yes,No,No,Medium,Full,Primary,Middle,Unemployed,4323,0
18,1.594834076,30.07816967,0.581270311,28.94646702,9.131087702,2,3,7.928668765,0,1,,F,Fair,Yes,No,No,Low,Full,Bachelor,Low,Private,121,1
16,3.787995226,80,13.79771548,82.41281872,0.724631106,3,0,9.130402538,8,3,,F,Good,Yes,No,No,High,Full,Primary,High,Government,4123,0
18,3.1633574,80,12.71099363,76.7501045,0.5,5,1,7.670625614,5,3,,M,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Private,3319,0
16,2.765692932,88.38586631,9.499761263,88.22409284,1.749480701,5,1,6.624869753,1,2,,M,Fair,Yes,Yes,No,High,Full,Master,Low,Self-employed,2179,0
15,2.995888513,60,12.36379274,74.05878083,6.772911201,6,2,8.492223146,1,0,,F,Good,Yes,No,No,Medium,Limited,Master,High,Government,2178,0
17,2.908351244,30,2.814800677,55.93631255,2,4,3,3.139452802,0,1,,M,Good,Yes,Yes,No,Medium,Limited,Primary,Middle,Government,1118,1
15,3.383073027,89.38732388,12.7839261,92.56684583,0.748623817,2,0,7.900872399,3,1,,M,Fair,No,No,No,High,Full,Secondary,High,Private,2754,0
18,3.768264591,80,18.80609708,91.50639666,1.650329482,1,0,7.430796893,1,1,,M,Good,Yes,No,No,High,Full,Secondary,Low,Government,3982,0
15,2.977273226,73.99333376,10.92009488,61.87622079,10.82376138,7,2,6.627519867,2,0,,M,Poor,Yes,Yes,No,Low,Full,Bachelor,High,Private,1540,0
20,2.281177225,30,2.968696257,29.5611106,4.419004721,4,1,5.080839345,0,1,,F,Fair,No,No,No,Medium,Limited,Secondary,High,Self-employed,1117,1
16,3.635691193,84.21340032,15.48266232,91.81479803,2.90534705,6,0,8.169174049,7,0,,M,Poor,Yes,No,No,Low,Full,Secondary,Middle,Private,3661,0
17,3.87119253,94.31464948,15.35691189,79.97998186,5.808842678,3,0,6.823118358,1,0,,M,Poor,Yes,No,No,Medium,Full,Secondary,Middle,Private,3846,0
15,3.819380816,90.23364725,10.30394569,81.26133675,5.272662851,3,0,9.50453068,4,4,,M,Good,No,No,No,Medium,Full,Master,Middle,Government,3249,0
16,4.069717342,80,18.25111657,93.58732585,0.655563767,4,0,7.853568907,8,4,,F,Good,Yes,No,No,High,Full,Secondary,High,Government,3976,0
19,2.45797243,30,5.807403127,26.21575695,9.665962177,7,4,6.326188616,1,1,,M,Fair,No,No,Yes,Low,Minimal,Master,Low,Unemployed,997,1
15,2.629429023,80.48925327,9.363298561,60.78825778,6.230878195,3,1,7.701358084,2,0,,M,Good,No,No,No,Medium,Full,Primary,High,Government,2475,0
17,2.586093473,30,4.469894199,63.4897693,6.133471444,9,4,4.505633506,0,0,,M,Good,Yes,Yes,No,Low,Limited,Primary,Low,Private,145,1
18,1.899551142,32.17612264,1.213686861,24.53669968,5.639036891,6,5,5.758600363,1,0,,M,Fair,Yes,No,No,High,Full,Secondary,High,Unemployed,309,1
18,1.884189294,30,2.183834064,21.6915874,17.24049792,7,3,5.449531946,2,2,,F,Fair,Yes,Yes,No,High,Limited,Master,Middle,Unemployed,176,1
16,2.820663153,70.87668101,2.480054193,50,5.778314354,8,1,7.304630381,5,0,,M,Fair,Yes,No,No,High,Full,Bachelor,High,Private,1830,0
18,2.912856916,84.06217754,2.020109326,50,1,3,1,8.480401909,1,1,,F,Fair,Yes,No,No,High,Full,Secondary,Middle,Self-employed,2495,0
16,2.455822846,30,5.713601556,24.61431002,2,8,5,4.668487506,0,0,,F,Fair,Yes,No,Yes,Medium,Full,Primary,Low,Self-employed,46,1
16,3.491612988,83.50084509,18.94662382,75,2.79817561,1,0,9.033419019,3,1,,M,Good,Yes,No,Yes,Medium,Full,Secondary,Middle,Unemployed,3335,0
15,3.517982144,80,17.47052373,75,4.768483983,1,0,9.325672824,0,4,,M,Good,Yes,No,Yes,Medium,Full,Bachelor,High,Private,4497,0
15,3.35631628,80,22.55952332,91.30773917,3.429221578,1,0,8.678313966,2,4,,F,Good,Yes,No,Yes,Medium,Full,Bachelor,Middle,Self-employed,2818,0
16,3.956265616,80,14.96825204,75,4.661567343,3,0,7.140957618,2,3,,M,Good,No,No,No,High,Full,Secondary,Middle,Government,2759,0
15,2.31554951,30,3.005697501,20,9.573411499,8,6,5.925274799,1,2,,M,Good,No,No,No,Low,Full,Primary,Middle,Unemployed,545,1
18,2.535917722,30,2.346557514,34.16099253,3.468669019,6,4,3.868835165,1,0,,F,Fair,Yes,Yes,No,Medium,Limited,Bachelor,Low,Private,622,1
16,3.442046964,94.50718224,17.57731364,96.4912986,2.664671146,2,1,9.973116815,4,2,,F,Good,Yes,No,Yes,High,Full,Bachelor,High,Private,4429,0
16,3.835721828,80,17.97061249,92.72703009,6.549043739,3,0,8.35263094,1,1,,M,Good,Yes,Yes,No,Low,Minimal,Master,Middle,Government,4057,0
19,2.27638534,43.90630487,4.207585809,56.24210202,23.63100824,6,2,5.424951877,1,0,,F,Poor,Yes,Yes,No,Low,Full,Secondary,Middle,Private,863,1
17,2.324342424,62.60038341,0.03835524,20,2,8,3,2.009893893,3,0,,M,Poor,Yes,No,No,Low,Minimal,Primary,Low,Unemployed,316,1
16,3.725377032,84.13306484,10.96749738,83.65847026,4.597934658,5,0,8.216021182,1,2,,F,Good,Yes,No,No,High,Full,Primary,Middle,Private,3769,0
16,3.175078465,60,7.409526766,90,7.627113093,3,1,5.240377112,3,2,,M,Good,No,No,No,High,Full,Bachelor,Middle,Self-employed,1878,0
17,3.930190789,96.11410782,11.47451145,75,2.43396942,1,0,8.648013587,5,0,,F,Good,Yes,No,No,Medium,Full,Bachelor,Low,Self-employed,3440,0
17,2.592173514,30,5.136466739,62.42441189,2,10,0,5.326461722,0,1,,F,Poor,No,Yes,No,Low,Limited,Secondary,Low,Private,150,1
17,3.248462002,93.70644733,14.65683461,84.69162221,1.98037506,3,0,9.543038695,1,2,,M,Good,Yes,No,No,High,Full,Bachelor,High,Self-employed,3340,0
17,2.573046052,47.15583564,3.810844161,40.31488571,7.050485025,3,1,5.682891788,1,0,,F,Poor,No,No,Yes,Low,Minimal,Primary,Middle,Self-employed,898,1
15,2.836548516,80,11.76861524,78.48768557,5.1463117,2,0,8.922726709,3,0,,M,Good,Yes,No,No,High,Full,Bachelor,Middle,Private,3728,0
17,2.375047125,60,9.817120867,72.07275054,2.766709619,3,4,6.185596458,3,2,,M,Fair,No,No,No,Medium,Minimal,Bachelor,Middle,Private,2064,0
15,3.738037465,90.92288928,13.90736706,92.55695411,2.967476089,3,0,9.37948891,2,1,,F,Good,Yes,No,No,High,Full,Bachelor,Low,Self-employed,3254,0
16,2.967659139,60,10.5546271,65.47928358,1.747544244,3,1,8.35224883,1,3,,M,Good,Yes,No,No,High,Full,Bachelor,Middle,Private,1523,0
15,3.459746948,81.79479618,19.70799783,88.80653578,8.537149325,2,0,9.260231345,0,4,,M,Poor,Yes,No,No,Medium,Full,Master,High,Private,2764,0
16,2.29815799,30,2.128070688,36.1176368,2,4,3,4.874528336,0,0,,M,Poor,Yes,No,No,Medium,Minimal,Master,Middle,Private,946,1
17,2.655072656,86.08275636,7.97031947,77.26263154,8.029229024,4,1,6.270835324,2,0,,F,Good,Yes,No,No,High,Full,Master,Low,Government,2595,0
18,3.248708364,92.76682729,5.849511456,65.36112342,1,5,0,7.521948072,3,2,,M,Poor,No,No,Yes,Medium,Full,Secondary,Middle,Government,1187,0
17,3.531947092,96.54368108,15.57542497,84.58797044,0.688135099,4,0,8.428169292,2,2,,F,Good,Yes,Yes,No,Medium,Minimal,Master,Low,Private,3783,0
18,2.674378612,30,3.614862871,39.46431893,2,5,3,5.302729063,0,0,,M,Good,No,No,No,Low,Minimal,Master,Middle,Unemployed,1021,1
17,2.840324722,81.0046163,7.105488869,50,2.495987997,5,2,7.330510667,5,1,,M,Poor,Yes,Yes,No,High,Full,Master,High,Private,1627,0
15,3.342329259,90.04015562,11.594991,75,2.938457515,2,0,8.050045952,5,1,,F,Fair,Yes,No,No,Medium,Full,Bachelor,Middle,Self-employed,4403,0
15,3.927290099,80,10.80627669,75,1.58425097,5,0,7.922266011,4,3,,M,Good,No,No,Yes,High,Full,Bachelor,Middle,Self-employed,3959,0
19,2.998273883,81.84552231,8.817180886,76.29046435,3.184154854,3,0,6.585748299,0,0,,M,Good,Yes,No,No,Low,Limited,Secondary,Low,Self-employed,2442,0
16,3.192707232,87.72681846,16.61691886,92.80074982,0.5,1,0,8.095906741,3,2,,F,Fair,Yes,Yes,No,Medium,Full,Master,High,Private,3362,0
17,2.947739654,69.19762043,8.278968369,57.352517,3.911662299,4,2,7.309897741,3,1,,M,Good,Yes,No,No,High,Full,Bachelor,High,Government,2644,0
16,4.020832326,87.4879124,19.09896547,80.37686625,6.740404388,3,0,7.632757169,2,0,,M,Good,Yes,No,No,High,Limited,Secondary,High,Self-employed,2950,0
18,2.372266818,48.08520631,2.228732984,76.69574584,12.84855543,3,2,5.716858487,1,0,,F,Good,Yes,No,No,Medium,Minimal,Secondary,Low,Private,788,1
15,2.022619003,35.4457202,5.086138424,29.18832784,2,5,3,5.934655703,1,2,,F,Poor,No,Yes,No,Medium,Full,Primary,Middle,Private,20,1
17,1.530557195,30,4.586524693,33.52846108,3.568772121,3,2,6.36197871,3,0,,M,Good,No,No,No,Low,Minimal,Primary,Low,Self-employed,811,1
16,3.055683196,80.24097183,7.415791931,75,12.11576056,3,0,9.877343375,3,1,,F,Poor,Yes,No,No,Medium,Limited,Secondary,Low,Private,3040,0
18,1.811259122,39.84872957,5.449250535,20,19.53782136,8,2,6.632226798,0,1,,F,Poor,No,No,No,Low,Full,Secondary,Low,Private,539,1
16,3.628873288,90.70834876,9.320967621,94.33655238,12.04533095,1,1,9.297736892,2,1,,F,Poor,Yes,No,No,Low,Limited,Bachelor,Middle,Private,2752,0
16,3.272506552,88.45909388,15.49218328,78.65911741,1.575904772,2,0,8.566063235,1,4,,M,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Self-employed,3658,0
17,1.896670561,30,2.404820419,28.76679694,2,3,1,5.874379284,0,0,,F,Good,No,Yes,No,Medium,Limited,Secondary,Middle,Unemployed,950,1
16,2.028174805,30,7.46507389,31.82656453,2,6,4,6.472038208,1,0,,M,Fair,No,Yes,Yes,Low,Minimal,Secondary,Middle,Government,872,1
17,2.732555821,72.83698239,6.80047566,90,5.995768182,3,0,5.834325922,2,1,,F,Good,Yes,No,No,Low,Full,Primary,Middle,Self-employed,1371,0
16,3.577599914,80,13.34472214,91.9458901,2.228927786,3,0,9.577914773,10,4,,M,Good,Yes,No,No,High,Full,Secondary,Middle,Private,3432,0
16,1.441209898,30,6.5008444,20,8.03721223,6,2,3.667680409,2,1,,F,Fair,No,No,No,Medium,Full,Primary,Middle,Private,487,1
18,3.003805874,60,7.526533565,90,1.723477093,4,1,8.561358655,3,0,,F,Poor,Yes,No,No,High,Full,Secondary,High,Private,1573,0
15,3.617016025,80,19.7775601,75,0.5,2,0,7.103340575,4,2,,F,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Unemployed,3139,0
17,2.400178066,31.08966907,2.15397043,61.15728355,4.819941292,5,1,3.746614446,0,0,,M,Good,Yes,No,No,Medium,Limited,Secondary,Middle,Self-employed,291,1
16,3.066750045,80,20.75439006,85.00423791,6.517613868,2,1,9.997399976,2,1,,F,Good,Yes,No,No,Medium,Full,Secondary,High,Government,3329,0
15,2.64830694,67.2355738,10.6750779,76.48706429,1.690622122,5,2,8.972466131,2,4,,F,Poor,No,No,No,High,Full,Bachelor,Middle,Unemployed,2620,0
17,2.320140018,55.22907655,3.799862663,44.12435409,2.998481571,5,2,2.881337428,2,2,,F,Poor,No,No,No,Medium,Full,Secondary,High,Unemployed,71,1
16,3.63865961,80,18.27481233,92.88833914,0.604766753,3,1,7.42516241,6,3,,F,Good,Yes,No,No,Low,Full,Master,High,Government,3405,0
16,3.725924466,81.5736334,11.91190754,75,1.879230195,5,0,8.36694889,2,3,,F,Good,Yes,No,No,High,Limited,Bachelor,High,Private,4241,0
16,2.60739508,89.40391754,8.421184985,61.96092107,1,7,0,6.626262608,2,0,,M,Good,Yes,No,No,High,Full,Master,Low,Government,2352,0
17,2.238247739,30,5.822356172,20,5.527981513,2,2,6.443714411,1,1,,F,Poor,Yes,No,No,Low,Full,Primary,Low,Unemployed,799,1
17,3.053276913,60,9.830907188,78.73830188,2.61580993,5,0,7.351132403,3,3,,F,Poor,Yes,No,No,High,Minimal,Master,Middle,Self-employed,1611,0
18,2.405025828,30,5.239270562,51.70556042,8.605829347,2,3,6.076450583,1,0,,M,Good,Yes,No,No,Low,Minimal,Master,Middle,Self-employed,890,1
16,3.726200539,78.97211499,2.919345686,62.11335218,3.921826754,4,0,6.481768639,2,1,,M,Good,Yes,No,No,Low,Limited,Secondary,Middle,Government,1898,0
16,3.341231101,80,13.72983461,80.26622801,0.542742534,5,0,9.227997626,4,1,,F,Good,No,No,No,High,Full,Bachelor,Middle,Self-employed,3555,0
